,Siruta,Localitate,Judet,Populatie,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica
1525,93370,Dor Marunt,CL,6809,529952.0,521050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,93441,Dorobantu,CL,2821,0.0,0.0,34500.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,93487,Dragalina,CL,8758,240478.0,0.0,0.0,0.0,0.0,0.0,0.0,375304.0,0.0
1528,93539,Dragos Voda,CL,2930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,93575,Facaeni,IL,5565,4886786.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,93600,Gheorghe Doja,IL,2638,184858.0,207900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,93628,Gheorghe Lazar,IL,2315,26404458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,93646,Giurgeni,IL,1474,0.0,0.0,1783.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,93664,Gradistea,CL,4789,151879.0,0.0,0.0,0.0,0.0,0.0,6164.0,0.0,0.0
1534,93717,Grindu,IL,2109,16995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,93735,Grivita,IL,3446,0.0,0.0,19248.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,93771,Independenta,CL,3546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,93815,Jegalia,CL,4294,14859.0,0.0,0.0,0.0,0.0,0.0,0.0,62767.0,0.0
1538,93851,Lehliu,CL,2592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,93888,Oras Lehliu Gara,CL,6711,62770354.0,1459335.0,34005.0,0.0,0.0,1247165.0,0.0,0.0,0.0
1540,93931,Lupsanu,CL,3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,93995,Mihail Kogalniceanu,IL,3280,1622118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,94045,Milosesti,IL,2671,1377.0,4960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,94081,Movila,IL,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,94107,Munteni-Buzau,IL,3510,37960.0,486485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,94125,Alexandru Odobescu,CL,2736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,94161,Perieti,IL,3739,273175.0,0.0,2860625.0,0.0,0.0,0.0,0.0,348690.0,0.0
1547,94223,Perisoru,CL,5300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,94269,Reviga,IL,2826,29085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,94312,Roseti,CL,6482,9675143.0,52832.0,19740.0,0.0,0.0,0.0,0.0,0.0,3672341.0
1550,94330,Salcioara,IL,2249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,94376,Saveni,IL,3524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53839.0,0.0
1552,94429,Scanteia,IL,3881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,94456,Sfantu Gheorghe,IL,1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,94492,Stelnica,IL,1909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,94535,Suditi,IL,2127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,94562,Stefan Cel Mare,CL,3289,90448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,94580,Stefan Voda,CL,2360,56147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,94606,Ulmu,CL,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10923.0,0.0
1559,94651,Unirea,CL,2780,0.0,0.0,0.0,165284.0,0.0,0.0,0.0,0.0,0.0
1560,94688,Valea Ciorii,IL,1876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,94731,Valcelele,CL,1742,845950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,94768,Vlad Tepes,CL,2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,94795,Vladeni,IL,2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,95060,Municipiul Iasi,IS,363312,272893523.0,364793746.0,166697115.0,482516070.0,451289957.0,504298374.0,139669711.0,58440760.0,130237205.0
1565,95088,Barnova,IS,6296,1938429.0,6747514.0,1177812.0,0.0,6000.0,81429.0,0.0,333027.0,11428.0
1566,95159,Holboca,IS,14886,6279962.0,6290193.0,191648.0,1375680.0,0.0,0.0,0.0,0.0,0.0
1567,95239,Rediu,IS,6107,191621.0,0.0,348842.0,0.0,0.0,461922.0,0.0,1281853.0,0.0
1568,95293,Tomesti,IS,13935,4681130.0,1356754.0,4396625.0,0.0,47000.0,0.0,0.0,1652562.0,0.0
1569,95355,Oras Harlau,IS,12429,93370.0,2553220.0,0.0,0.0,0.0,0.0,0.0,872987.0,4112678.0
1570,95391,Municipiul Pascani,IS,43383,316528100.0,133706585.0,7940223.0,0.0,73772697.0,39785099.0,15203795.0,1472179.0,7984444.0
1571,95471,Oras Targu Frumos,IS,14593,8543515.0,5578556.0,32402.0,0.0,0.0,0.0,0.0,150658.0,0.0
1572,95499,Ion Neculce,IS,5821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,95612,Alexandru I. Cuza,IS,2918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,95667,Andrieseni,IS,4418,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,95747,Aroneanu,IS,3812,382165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,95792,Baltati,IS,5624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,95872,Belcesti,IS,11514,897686.0,0.0,1254.0,0.0,0.0,6065.0,0.0,8827.0,0.0
1578,95943,Bivolari,IS,4336,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,96003,Ungheni,IS,4425,2193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,96058,Braesti,IS,3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,96110,Butea,IS,4319,65335.0,0.0,45324.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,96147,Ceplenita,IS,4434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583,96192,Ciortesti,IS,4273,29588.0,270866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,96254,Ciurea,IS,14490,481587.0,42561.0,11137203.0,0.0,0.0,58587.0,201150.0,237136.0,0.0
1585,96334,Coarnele Caprei,IS,3057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,96370,Comarna,IS,5634,0.0,0.0,74830.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,96423,Costuleni,IS,5506,0.0,0.0,704171.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,96478,Cotnari,IS,7981,126170965.0,0.0,0.0,0.0,0.0,0.0,0.0,83708.0,0.0
1589,96593,Cozmesti,IS,2885,128348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,96637,Cristesti,IS,4084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591,96664,Cucuteni,IS,1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,96717,Dagata,IS,4941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593,96815,Deleni,IS,10513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,96888,Dobrovat,IS,2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,96904,Dolhesti,IS,2832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,96940,Dumesti,IS,5086,1000.0,0.0,21765.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,97009,Erbiceni,IS,5787,0.0,30363.0,35685.0,0.0,0.0,0.0,0.0,0.0,0.0
1598,97063,Focuri,IS,4100,127288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,97090,Golaiesti,IS,3995,0.0,0.0,113440.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,97189,Gorban,IS,3056,5781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,97241,Grajduri,IS,8409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,97321,Gropnita,IS,3389,721760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,97394,Grozesti,IS,1756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,97438,Halaucesti,IS,5856,1000.0,0.0,0.0,421436.0,0.0,0.0,0.0,24029.0,0.0
1605,97465,Helesteni,IS,2755,0.0,1244493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,97517,Horlesti,IS,3117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,97553,Ipatele,IS,1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,97606,Lespezi,IS,6004,2422675.0,0.0,390760.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,97679,Letcani,IS,7679,2344666.0,164374.0,23948168.0,1386614.0,46300497.0,1116677.0,0.0,0.0,0.0
1610,97722,Lungani,IS,6331,14752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,97777,Madarjac,IS,1675,0.0,0.0,7366.0,0.0,0.0,0.0,0.0,140600.0,0.0
1612,97811,Mircesti,IS,3968,192451.0,0.0,873647.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,97875,Mironeasa,IS,5802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,97919,Miroslava,IS,15689,190191.0,15850819.0,526149.0,14645110.0,0.0,1570183921.0,1192509.0,0.0,7886936.0
1615,98051,Miroslovesti,IS,4493,113333.0,12709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,98113,Mogosesti,IS,5324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,98168,Mogosesti-Siret,IS,3858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,98202,Mosna,IS,6853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,98220,Motca,IS,5481,0.0,0.0,834252.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,98257,Movileni,IS,3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,98300,Oteleni,IS,3775,859303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,98337,Plugari,IS,3536,23939.0,16334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,98373,Oras Podu Iloaiei,IS,11035,8508054.0,0.0,79359.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,98435,Popesti,IS,5573,12469.0,0.0,0.0,2711355.0,0.0,0.0,0.0,0.0,0.0
1625,98505,Popricani,IS,8287,672351.0,29306.0,0.0,0.0,1800761.0,0.0,0.0,0.0,0.0
1626,98603,Prisacani,IS,3472,0.0,0.0,185663.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,98649,Probota,IS,3761,0.0,0.0,0.0,0.0,0.0,0.0,3504.0,0.0,0.0
1628,98685,Raducaneni,IS,9248,942055.0,470738.0,95417.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,98738,Romanesti,IS,1856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,98774,Ruginoasa,IS,6456,794956.0,471055.0,0.0,0.0,866111.0,0.0,0.0,0.0,0.0
1631,98827,Schitu Duca,IS,4116,189800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,98916,Scanteia,IS,5428,97364.0,0.0,143095.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,98998,Scobinti,IS,7666,146816.0,1075422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,99058,Sinesti,IS,4592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,99101,Siretel,IS,4381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931985.0,0.0
1636,99165,Stolniceni-Prajescu,IS,5509,0.0,0.0,75831.0,0.0,0.0,0.0,0.0,220417.0,0.0
1637,99209,Strunga,IS,4449,0.0,0.0,336845.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,99290,Scheia,IS,3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,99370,Sipote,IS,5347,3943353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,99441,Tansa,IS,2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,99478,Tatarusi,IS,5640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,99539,Todiresti,IS,5334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,99600,Trifesti,IS,4010,1929643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644,99673,Tibana,IS,8177,12561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,99780,Tibanesti,IS,8305,0.0,2554137.0,0.0,0.0,0.0,0.0,0.0,328974.0,0.0
1646,99879,Tiganasi,IS,4809,0.0,0.0,0.0,0.0,0.0,0.0,280916.0,0.0,0.0
1647,99922,Tutora,IS,2153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,99968,Valea Seaca,IS,6176,58953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,100004,Victoria,IS,4534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,100086,Vanatori,IS,4705,1202572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,100148,Vladeni,IS,4432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,100219,Voinesti,IS,8096,0.0,0.0,342976.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,100273,Bals,IS,3650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,100282,Costesti,IS,1831,0.0,0.0,470718.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,100308,Draguseni,IS,1513,147969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,100317,Fantanele,IS,2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,100326,Harmanesti,IS,2496,22763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,100335,Rachiteni,IS,3439,78126582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,100344,Roscani,IS,1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,100353,Valea Lupului,IS,6467,41120464.0,22680964.0,1210613.0,0.0,0.0,0.0,0.0,474001.0,192991727.0
1661,100362,Ciohorani,IS,2026,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,100521,Municipiul Giurgiu,GR,69105,21384006.0,104444216.0,16579894.0,12240443.0,5210741.0,74683834.0,7013481.0,19114305.0,72911634.0
1663,100549,Slobozia,GR,2379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,100576,Oras Buftea,IF,22133,314988411.0,8749747.0,49849536.0,785.0,2888662.0,0.0,0.0,0.0,100833.0
1665,100610,Municipiul Oltenita,CL,28334,28718722.0,16834170.0,2314140.0,4814637.0,62491143.0,104269065.0,0.0,24403.0,3372507.0
1666,100638,Mitreni,CL,4211,19803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,100683,Municipiul Urziceni,IL,17501,142434897.0,290232852.0,18290.0,0.0,0.0,5966168.0,9858468.0,1269591.0,25434176.0
1668,100709,Ciocarlia,IL,781,0.0,0.0,0.0,0.0,0.0,231000.0,0.0,0.0,0.0
1669,100736,Manasia,IL,4681,245363.0,135139.0,0.0,0.0,0.0,0.0,0.0,117535.0,0.0
1670,100754,Adancata,IL,2474,141185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,100781,Adunatii-Copaceni,GR,6144,6503396.0,110279.0,0.0,0.0,0.0,0.0,0.0,22547.0,553023.0
1672,100834,Afumati,IF,7916,236736402.0,87232611.0,366683.0,26680.0,0.0,21486724.0,372263.0,0.0,6113376.0
1673,100852,Alexeni,IL,2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,100870,Armasesti,IL,2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,100923,Axintele,IL,2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,100969,Balotesti,IF,8265,13226537.0,19490838.0,2007190.0,0.0,0.0,0.0,0.0,70979924.0,0.0
1677,101001,Baneasa,GR,4977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35288.0
1678,101056,Barcanesti,IL,3632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,101083,Belciugatele,CL,2151,0.0,0.0,219415.0,5242.0,0.0,30176528.0,0.0,0.0,0.0
1680,101145,Berceni,IF,5827,1216.0,938930.0,167398.0,0.0,5230765.0,695036.0,0.0,0.0,0.0
1681,101163,Bolintin-Deal,GR,6264,932547.0,0.0,0.0,357141.0,0.0,0.0,0.0,322580.0,0.0
1682,101190,Oras Bolintin-Vale,GR,13717,16105673.0,0.0,835723.0,0.0,0.0,0.0,0.0,573207.0,0.0
1683,101243,Brazii,IL,1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,101298,Branesti,IF,8978,0.0,1633478.0,1221586.0,0.0,0.0,493858260.0,4464886.0,0.0,0.0
1685,101341,Brezoaele,DB,3598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,101378,Bucsani,GR,3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,101458,Oras Budesti,CL,7738,0.0,0.0,49099671.0,0.0,0.0,0.0,0.0,88334.0,0.0
1688,101519,Bulbucata,GR,1367,0.0,0.0,0.0,0.0,0.0,165000.0,38104.0,0.0,0.0
1689,101564,Butimanu,DB,2290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,101617,Buturugeni,GR,4008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88485.0
1691,101662,Calugareni,GR,5587,1005236.0,0.0,103986.0,498995.0,0.0,0.0,0.0,0.0,0.0
1692,101724,Cascioarele,CL,1825,0.0,3550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,101742,Cernica,IF,10339,31493819.0,746059.0,11966.0,0.0,14271079.0,0.0,0.0,30096.0,0.0
1694,101804,Chirnogi,CL,7395,0.0,0.0,48494.0,0.0,0.0,154720.0,0.0,0.0,0.0
1695,101822,Chiselet,CL,3325,19311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,101840,Ciocanesti,DB,5254,0.0,0.0,0.0,0.0,0.0,0.0,153011.0,0.0,0.0
1697,101902,Ciolpani,IF,5123,406263.0,1929446.0,0.0,0.0,0.0,9967200.0,0.0,0.0,0.0
1698,101957,Ciorogarla,IF,5819,589109.0,630946.0,0.0,48045.0,0.0,0.0,0.0,0.0,0.0
1699,101984,Clejani,GR,3573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,102035,Clinceni,IF,6411,385025741.0,2471973.0,15750622.0,0.0,0.0,180767.0,670647.0,310515.0,0.0
1701,102071,Colibasi,GR,3264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,102106,Comana,GR,6785,73090085.0,19515.0,8676.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,102160,Corbeanca,IF,6642,7033817.0,15851465.0,310732.0,0.0,0.0,9288615.0,0.0,1418525.0,0.0
1704,102213,Cornetu,IF,5826,5792314.0,97181.0,3048115.0,19129.0,0.0,0.0,0.0,397259.0,0.0
1705,102240,Cosereni,IL,4561,5008089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,102286,Crevedia,DB,5823,64039.0,85317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,102348,Crevedia Mare,GR,4874,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,102419,Curcani,CL,5468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,102446,Daia,GR,2587,0.0,129593.0,81882.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,102473,Dascalu,IF,2881,226598.0,0.0,12079851.0,0.0,0.0,0.0,0.0,0.0,0.0
1711,102525,Darasti-Ilfov,IF,2659,0.0,0.0,258422.0,0.0,0.0,0.0,0.0,872539.0,0.0
1712,102543,1 Decembrie,IF,8016,34954343.0,2166143.0,20042512.0,0.0,0.0,0.0,0.0,4695546.0,0.0
1713,102570,Domnesti,IF,8484,4468591.0,322216.0,10233868.0,0.0,0.0,1164970.0,0.0,1481730.0,66762641.0
1714,102605,Dragomiresti-Vale,IF,4889,166272292.0,96133.0,1712819.0,0.0,0.0,5355805.0,0.0,0.0,0.0
1715,102641,Dragoesti,IL,938,7620.0,0.0,65000.0,0.0,0.0,229541.0,0.0,0.0,0.0
1716,102703,Dridu,IL,3325,0.0,1239769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1717,102749,Oras Fierbinti-Targ,IL,4643,250342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,102794,Floresti-Stoenesti,GR,8601,827735.0,0.0,0.0,1105768.0,0.0,0.0,0.0,0.0,0.0
1719,102838,Frasinet,CL,1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,102909,Fratesti,GR,5268,1230772.0,918661.0,97835.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,102945,Frumusani,CL,4970,7448776.0,0.0,0.0,0.0,0.0,0.0,0.0,23827.0,0.0
1722,103014,Fundeni,CL,4867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,103032,Oras Fundulea,CL,6765,30345.0,0.0,0.0,37319423.0,0.0,0.0,0.0,28544.0,0.0
1724,103087,Gaiseni,GR,5509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,103130,Ganeasa,IF,5136,20673493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,103194,Gaujani,GR,2353,0.0,0.0,15174.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,103238,Ghimpati,GR,5712,13611.0,91018.0,1902078.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,103283,Garbovi,IL,3868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,103309,Gogosari,GR,1789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,103354,Gostinu,GR,1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,103372,Gostinari,GR,2329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,103407,Gradinari,GR,3275,0.0,0.0,1319258.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,103443,Gradistea,IF,3133,22692.0,0.0,31725.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,103470,Greaca,GR,2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,103513,Gruiu,IF,6872,632.0,0.0,10051798.0,0.0,0.0,15805750.0,5871132.0,0.0,0.0
1736,103568,Gurbanesti,CL,1190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,103639,Hotarele,GR,3535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,103693,Iepuresti,GR,1930,0.0,0.0,67386.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,103764,Ileana,CL,3233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230600.0,0.0
1740,103862,Ion Roata,IL,3750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104202.0,0.0
1741,103899,Izvoarele,GR,3502,0.0,0.0,2358.0,0.0,0.0,0.0,0.0,0.0,1000.0
1742,103960,Jilavele,IL,3460,62006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,103997,Joita,GR,3504,292484.0,0.0,109131.0,0.0,0.0,0.0,0.0,145.0,0.0
1744,104047,Letca Noua,GR,3407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,104083,Luica,CL,2133,4240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,104118,Mihai Bravu,GR,2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,104136,Oras Mihailesti,GR,7605,32777651.0,8968.0,3217498.0,581702.0,0.0,0.0,0.0,318071.0,0.0
1748,104181,Manastirea,CL,5550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,104225,Marsa,GR,2762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,104243,Moara Vlasiei,IF,6184,381487.0,0.0,108287.0,0.0,0.0,2174192.0,3410530.0,65140.0,0.0
1751,104270,Movilita,IL,2556,0.0,0.0,0.0,0.0,0.0,1483367.0,0.0,0.0,0.0
1752,104323,Nana,CL,2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,104341,Nicolae Balcescu,CL,1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,104387,Niculesti,DB,4324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,104421,Nuci,IF,2820,0.0,0.0,133891.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,104485,Ogrezeni,GR,4715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71424.0,0.0
1757,104519,Oinacu,GR,3298,11639.0,0.0,95119.0,5616.0,0.0,0.0,0.0,0.0,0.0
1758,104546,Peris,IF,7247,773040.0,70601.0,1586.0,0.0,0.0,0.0,0.0,0.0,352211.0
1759,104582,Petrachioaia,IF,3308,19065020.0,95412.0,1016982.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,104635,Plataresti,CL,3530,0.0,55296.0,627366.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,104680,Prundu,GR,4269,0.0,647050.0,315442.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,104715,Putineiu,GR,2350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77765.0
1763,104751,Radovanu,CL,4075,0.0,95537.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,104788,Rasuceni,GR,2323,2711569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14851.0
1765,104831,Roata De Jos,GR,8057,1724768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,104886,Sarulesti,CL,2961,4398.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,104975,Schitu,GR,1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,105026,Sinesti,IL,2719,217050.0,5423878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
