,Siruta,Localitate,Judet,Populatie,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica
805,52160,Cornereva,CS,2966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,52570,Dalboset,CS,1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,52650,Doclin,CS,1940,110319.0,0.0,2041049.0,0.0,0.0,0.0,0.0,0.0,0.0
808,52696,Dognecea,CS,2151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,52721,Domasnea,CS,1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,52758,Ezeris,CS,1304,1115320.0,0.0,0.0,0.0,0.0,4317973.0,0.0,0.0,0.0
811,52785,Farliug,CS,1739,15085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,52856,Forotic,CS,1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,52909,Garnic,CS,1447,83151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,52936,Glimboca,CS,1873,0.0,0.0,101283.0,0.0,0.0,0.0,0.0,0.0,0.0
815,52954,Goruia,CS,791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,52990,Gradinari,CS,2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,53023,Iablanita,CS,2144,0.0,0.0,3284451.0,0.0,0.0,0.0,0.0,0.0,0.0
818,53069,Lapusnicel,CS,993,104878.0,0.0,438711.0,0.0,0.0,0.0,0.0,0.0,0.0
819,53103,Lapusnicu Mare,CS,1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,53130,Luncavita,CS,2441,0.0,63620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,53167,Lupac,CS,2664,22183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,53210,Marga,CS,1095,0.0,0.0,559814.0,0.0,0.0,0.0,0.0,0.0,0.0
823,53247,Maureni,CS,2942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,53274,Mehadia,CS,4139,738379.0,0.0,8146333.0,0.0,0.0,0.0,0.0,0.0,0.0
825,53327,Mehadica,CS,696,0.0,0.0,144929.0,0.0,0.0,0.0,0.0,0.0,0.0
826,53345,Naidas,CS,1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,53372,Obreja,CS,3434,5533118.0,0.0,103861.0,0.0,0.0,0.0,0.0,0.0,0.0
828,53425,Paltinis,CS,2453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,53489,Coronini,CS,1978,597007.0,0.0,96880.0,0.0,0.0,0.0,0.0,0.0,0.0
830,53513,Pojejena,CS,2861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,53577,Prigor,CS,2483,508340.0,0.0,11477030.0,0.0,0.0,0.0,0.0,0.0,0.0
832,53639,Ramna,CS,1601,0.0,0.0,571068.0,0.0,0.0,0.0,0.0,0.0,0.0
833,53675,Racasdia,CS,2122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,53700,Eftimie Murgu,CS,1604,103265.0,0.0,265584.0,0.0,0.0,0.0,0.0,0.0,0.0
835,53728,Rusca Montana,CS,1945,170656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,53755,Sacu,CS,1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,53791,Sasca Montana,CS,1498,291969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,53853,Sichevita,CS,2134,0.0,0.0,230258.0,0.0,0.0,0.0,0.0,0.0,0.0
839,54056,Slatina-Timis,CS,3019,820945.0,0.0,461631.0,0.0,0.0,0.0,0.0,0.0,0.0
840,54109,Socol,CS,2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,54163,Sopotu Nou,CS,1164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,54270,Teregova,CS,4063,2111656.0,0.0,10847305.0,0.0,0.0,0.0,0.0,0.0,0.0
843,54305,Ticvaniu Mare,CS,2001,0.0,0.0,3132009.0,0.0,0.0,0.0,0.0,0.0,0.0
844,54350,Tarnova,CS,1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,54387,Toplet,CS,2612,9247036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754567.0
846,54412,Turnu Ruieni,CS,3481,0.0,0.0,974266.0,0.0,0.0,0.0,0.0,0.0,0.0
847,54485,Valiug,CS,769,4173.0,0.0,78762.0,0.0,0.0,0.0,0.0,0.0,0.0
848,54500,Varadia,CS,1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,54537,Vermes,CS,1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,54573,Vrani,CS,1169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,54617,Zavoi,CS,4143,0.0,1492.0,467917.0,0.0,0.0,0.0,0.0,0.0,0.0
852,54699,Zorlentu Mare,CS,868,254513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,54975,Municipiul Cluj-Napoca,CJ,321916,933881058.0,445243762.0,265615768.0,788439589.0,69465063.0,480594835.0,26064455.0,124422784.0,983327660.0
854,55008,Municipiul Dej,CJ,38986,59123021.0,9612700.0,99736501.0,13802660.0,289677.0,229724318.0,610250.0,35238870.0,4258681.0
855,55062,Cuzdrioara,CJ,2993,0.0,1670.0,0.0,0.0,0.0,0.0,0.0,657850.0,0.0
856,55106,Jichisu De Jos,CJ,1151,0.0,27650.0,242824.0,0.0,0.0,0.0,0.0,0.0,8043983.0
857,55160,Mica,CJ,3616,0.0,352202.0,727355.0,0.0,0.0,0.0,0.0,0.0,0.0
858,55259,Municipiul Turda,CJ,57341,16158882.0,6344981.0,12805005.0,2384424.0,110100.0,63091684.0,128152.0,793628.0,16000.0
859,55277,Mihai Viteazu,CJ,5795,55609382.0,920585.0,2565705.0,0.0,33877739.0,0.0,0.0,0.0,0.0
860,55311,Sandulesti,CJ,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,55357,Municipiul Campia Turzii,CJ,28318,91896873.0,10289742.0,6665512.0,13830499.0,123774375.0,1028402.0,3915965.0,18260915.0,0.0
862,55384,Municipiul Gherla,CJ,23245,56734444.0,8755317.0,57679641.0,0.0,17083.0,5184803.0,154841.0,250583142.0,4847347.0
863,55446,Oras Huedin,CJ,9632,6284814.0,1991796.0,1965659.0,0.0,0.0,0.0,1043243.0,3634758.0,528352.0
864,55473,Aghiresu,CJ,6789,250442.0,5051347.0,0.0,0.0,0.0,474423.0,0.0,237316.0,0.0
865,55598,Aiton,CJ,1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,55623,Alunis,CJ,1211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,55687,Apahida,CJ,11927,162699123.0,9036.0,380351176.0,0.0,0.0,44885823.0,5240560.0,16763002.0,8970.0
868,55776,Aschileu,CJ,1602,664381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,55838,Baciu,CJ,10814,4856985.0,338943.0,14665592.0,16161020.0,1665835.0,5214140.0,671142.0,5718326.0,0.0
870,55918,Baisoara,CJ,2059,0.0,0.0,150789.0,0.0,0.0,0.0,0.0,0.0,0.0
871,56014,Belis,CJ,1327,0.0,6383.0,796390.0,0.0,0.0,0.0,0.0,0.0,0.0
872,56096,Bobalna,CJ,1496,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,56210,Bontida,CJ,4880,5827027.0,0.0,291661.0,42493270.0,0.0,32031819.0,0.0,0.0,0.0
874,56265,Borsa,CJ,1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,56327,Buza,CJ,1280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,56354,Caianu,CJ,2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,56425,Calarasi,CJ,2440,57848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,56461,Calatele,CJ,2458,773428.0,0.0,2040097.0,0.0,0.0,0.0,0.0,0.0,0.0
879,56522,Camarasu,CJ,2779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,56568,Capusu Mare,CJ,3110,2816402.0,0.0,1365737.0,0.0,0.0,30419.0,0.0,0.0,0.0
881,56666,Caseiu,CJ,4785,0.0,59340.0,726419.0,2181214.0,0.0,0.0,0.0,857320.0,0.0
882,56773,Catina,CJ,1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1553639.0,0.0
883,56844,Ceanu Mare,CJ,3927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201504.0,0.0
884,56988,Chinteni,CJ,3147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176445.0,0.0
885,57083,Chiuiesti,CJ,2530,1518757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,57163,Ciucea,CJ,1569,0.0,0.0,1848908.0,0.0,0.0,0.0,0.0,0.0,0.0
887,57225,Ciurila,CJ,1461,2090.0,0.0,0.0,271733.0,0.0,0.0,0.0,0.0,0.0
888,57314,Catcau,CJ,2318,1930484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,57350,Cojocna,CJ,4189,1085554.0,0.0,0.0,0.0,0.0,0.0,0.0,599858.0,0.0
890,57449,Cornesti,CJ,1382,10500.0,0.0,285664.0,0.0,0.0,0.0,0.0,323.0,0.0
891,57546,Dabaca,CJ,1445,29525.0,0.0,63155.0,0.0,0.0,0.0,0.0,0.0,0.0
892,57582,Feleacu,CJ,3766,3320295.0,990.0,196967.0,0.0,0.0,0.0,15850.0,2814875.0,861107.0
893,57644,Fizesu Gherlii,CJ,2677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,57706,Floresti,CJ,28163,58500322.0,22009207.0,3538295.0,12560354.0,0.0,6689194.0,1519046.0,2624944.0,3998.0
895,57742,Frata,CJ,4085,1041406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,57831,Geaca,CJ,1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,57902,Gilau,CJ,8704,45715321.0,5137323.0,4046013.0,5316351.0,0.0,3756780.0,0.0,546690.0,0.0
898,57948,Garbau,CJ,2318,0.0,177633.0,348580.0,0.0,0.0,0.0,0.0,0.0,0.0
899,58008,Iara,CJ,4063,378152.0,117305.0,492190.0,0.0,0.0,0.0,0.0,0.0,0.0
900,58142,Iclod,CJ,4362,3411784.0,0.0,38989.0,0.0,0.0,0.0,0.0,1693480.0,0.0
901,58204,Izvoru Crisului,CJ,1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32565.0,0.0
902,58259,Jucu,CJ,4319,586041.0,4902132.0,22655918.0,0.0,0.0,0.0,0.0,234891390.0,0.0
903,58311,Luna,CJ,4687,303721.0,0.0,0.0,0.0,0.0,96096.0,0.0,0.0,0.0
904,58357,Maguri-Racatau,CJ,2376,0.0,0.0,7293.0,0.0,0.0,0.0,0.0,0.0,0.0
905,58393,Manastireni,CJ,1449,9522.0,219339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,58464,Margau,CJ,1586,0.0,0.0,1442389.0,0.0,0.0,0.0,0.0,0.0,0.0
907,58534,Marisel,CJ,1571,122672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,58552,Mintiu Gherlii,CJ,3831,564266.0,0.0,57708.0,0.0,0.0,0.0,0.0,66236.0,0.0
909,58623,Mociu,CJ,3336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,58721,Moldovenesti,CJ,3228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,58794,Palatca,CJ,1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,58856,Panticeu,CJ,1733,275360.0,0.0,159335.0,0.0,0.0,0.0,0.0,0.0,0.0
913,58918,Petrestii De Jos,CJ,1541,1463821.0,0.0,73867.0,0.0,0.0,0.0,0.0,108836.0,0.0
914,58990,Ploscos,CJ,690,141169.0,18150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,59041,Poieni,CJ,5052,166650.0,0.0,2293910.0,0.0,0.0,0.0,0.0,0.0,0.0
916,59130,Recea-Cristur,CJ,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,59238,Risca,CJ,1494,1807.0,0.0,2062516.0,0.0,0.0,0.0,0.0,0.0,0.0
918,59283,Sacuieu,CJ,1494,675390.0,0.0,84719.0,0.0,0.0,0.0,0.0,0.0,0.0
919,59327,Savadisla,CJ,4176,919471.0,0.0,28724997.0,0.0,0.0,0.0,0.0,30452.0,0.0
920,59416,Sic,CJ,2405,2696072.0,0.0,2833851.0,0.0,0.0,0.0,0.0,0.0,86797.0
921,59434,Sancraiu,CJ,1572,0.0,0.0,1131167.0,0.0,0.0,0.0,0.0,0.0,0.0
922,59498,Sanmartin,CJ,1384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,59586,Sanpaul,CJ,2273,395796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,59657,Suatu,CJ,1668,277076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,59693,Tritenii De Jos,CJ,4699,8526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,59764,Tureni,CJ,2235,4508981.0,0.0,0.0,0.0,0.0,68347.0,0.0,0.0,0.0
927,59826,Taga,CJ,1821,2395825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,59880,Unguras,CJ,2737,201153.0,0.0,0.0,0.0,0.0,35450.0,0.0,0.0,0.0
929,59942,Vad,CJ,2026,1011256.0,9526.0,0.0,0.0,0.0,61436.0,0.0,0.0,0.0
930,60026,Valea Ierii,CJ,937,0.0,0.0,31810.0,0.0,0.0,0.0,0.0,0.0,0.0
931,60062,Viisoara,CJ,5999,306183.0,137336.0,800.0,0.0,0.0,2421632.0,0.0,0.0,0.0
932,60099,Vultureni,CJ,1367,0.0,0.0,0.0,12725.0,0.0,0.0,0.0,21140.0,0.0
933,60169,Negreni,CJ,2393,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
934,60419,Municipiul Constanta,CT,317974,541762168.0,119904689.0,42932147.0,35091834.0,10790270.0,180223235.0,26889134.0,27389122.0,904584212.0
935,60455,Oras Eforie,CT,10986,2403557.0,2256249.0,65172.0,4254836.0,0.0,0.0,0.0,0.0,98.0
936,60482,Municipiul Mangalia,CT,42237,20730219.0,5680080.0,298330.0,90649.0,0.0,1028786119.0,0.0,2019964.0,18474934.0
937,60507,Oras Navodari,CT,41693,4793821.0,46437.0,5123278.0,216871865.0,64217164.0,3966760.0,0.0,774267.0,105376763.0
938,60534,Oras Techirghiol,CT,8076,566974.0,78498.0,104298.0,0.0,0.0,95031.0,0.0,207974.0,0.0
939,60570,Agigea,CT,7937,2523601.0,474907.0,8315083.0,0.0,0.0,0.0,0.0,3085614.0,13306.0
940,60632,Limanu,CT,6559,7616.0,0.0,0.0,0.0,0.0,24799524.0,0.0,309008.0,0.0
941,60687,Oras Ovidiu,CT,15620,7365848.0,15057.0,24558.0,8944480.0,0.0,10206936.0,0.0,491978.0,27144.0
942,60721,Tuzla,CT,7115,160144.0,0.0,7747.0,0.0,0.0,831605.0,0.0,0.0,0.0
943,60776,Oras Cernavoda,CT,19401,2903766.0,45289.0,22317536.0,0.0,0.0,40974.0,0.0,0.0,7512084.0
944,60801,Oras Harsova,CT,11231,6598186.0,23219.0,0.0,0.0,65784506.0,26348.0,0.0,2249330.0,0.0
945,60847,Municipiul Medgidia,CT,46106,24013420.0,3063936.0,2387058.0,0.0,0.0,5242369.0,128782.0,1470143.0,5768741.0
946,60883,Adamclisi,CT,2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,60945,Albesti,CT,3758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13785.0,0.0
948,61005,Aliman,CT,2888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,61069,Oras Baneasa,CT,5836,2361012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,61121,Castelu,CT,5422,51910.0,0.0,0.0,0.0,0.0,0.0,0.0,106044.0,0.0
951,61167,Cerchezu,CT,1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,61210,Chirnogeni,CT,3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34759008.0
953,61256,Ciobanu,CT,3530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,61283,Ciocarlia,CT,3145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,61318,Cobadin,CT,9499,1879608.0,0.0,232589.0,0.0,0.0,0.0,0.0,63387.0,0.0
956,61372,Cogealac,CT,5598,72836511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,61452,Comana,CT,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,61513,Corbu,CT,6292,0.0,0.0,0.0,255771.0,0.0,0.0,0.0,0.0,0.0
959,61559,Crucea,CT,3255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178376.0
960,61620,Cumpana,CT,14219,8374726.0,0.0,140884.0,0.0,0.0,0.0,0.0,4366601.0,0.0
961,61675,Deleni,CT,2490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,61737,Dobromir,CT,3505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189442.0,0.0
963,61808,Garliciu,CT,1740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,61826,Ghindaresti,CT,2728,0.0,0.0,0.0,88353.0,0.0,0.0,0.0,0.0,0.0
965,61871,Independenta,CT,3058,490664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,61951,Ion Corvin,CT,2092,3041769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,62020,Istria,CT,2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,62057,Lipnita,CT,3235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,62137,Mereni,CT,2471,2421056.0,0.0,49225.0,0.0,0.0,0.0,0.0,0.0,0.0
970,62191,Mihail Kogalniceanu,CT,10302,3574949.0,27936.0,170939.0,872159.0,0.0,0.0,0.0,1800.0,0.0
971,62253,Mihai Viteazu,CT,3725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,62280,Mircea Voda,CT,5372,5455475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,62360,Oras Murfatlar,CT,11649,12363190.0,0.0,754852.0,0.0,0.0,0.0,0.0,40676.0,0.0
974,62397,Oras Negru Voda,CT,5786,5289.0,0.0,106307.0,0.0,0.0,62549.0,0.0,0.0,0.0
975,62440,Nicolae Balcescu,CT,5502,3406311.0,0.0,3630.0,0.0,0.0,0.0,0.0,0.0,0.0
976,62486,Oltina,CT,2697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,62538,Ostrov,CT,5035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,62609,Pantelimon,CT,1841,129996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,62672,Pecineaga,CT,3418,3289.0,0.0,0.0,0.0,0.0,594216.0,0.0,6762.0,0.0
980,62707,Pestera,CT,3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,62761,Poarta Alba,CT,5627,1085719.0,0.0,584251.0,0.0,0.0,0.0,0.0,278218.0,0.0
982,62798,Rasova,CT,3902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,62823,Saraiu,CT,1335,54446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,62878,Sacele,CT,2406,4355.0,0.0,0.0,46710.0,0.0,0.0,0.0,0.0,0.0
985,62903,Seimeni,CT,2231,263722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,62949,Silistea,CT,1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,62985,Targusor,CT,1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,63045,Topalu,CT,1816,256287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,63072,Topraisar,CT,6182,0.0,0.0,0.0,1197252.0,0.0,0.0,0.0,0.0,0.0
990,63125,Valu Lui Traian,CT,14722,57756.0,854248.0,44253.0,79485.0,0.0,1072902.0,0.0,0.0,0.0
991,63152,Lumina,CT,10611,103220585.0,396123.0,1380475.0,0.0,0.0,0.0,0.0,2282784.0,0.0
992,63161,Dumbraveni,CT,562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,63170,Vulturu,CT,749,3557248.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
994,63189,Tortoman,CT,1925,155668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,63198,Amzacea,CT,2853,0.0,0.0,102355.0,0.0,0.0,0.0,0.0,0.0,0.0
996,63278,Horia,CT,1173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,63286,Costinesti,CT,3171,0.0,0.0,92670.0,0.0,0.0,0.0,0.0,0.0,0.0
998,63294,Baraganu,CT,2148,214321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,63300,Cuza Voda,CT,4363,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,63318,Saligny,CT,2283,0.0,0.0,296250.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,63326,Gradina,CT,1156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,63334,Fantanele,CT,1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,63394,Municipiul Sfantu Gheorghe,CV,65118,266745803.0,188400764.0,167485626.0,1817405.0,1062777.0,59314956.0,0.0,5817004.0,384588.0
1004,63447,Oras Baraolt,CV,9366,333718345.0,9538619.0,3343914.0,0.0,0.0,0.0,0.0,28315.0,0.0
1005,63526,Oras Covasna,CV,11343,1947962.0,3506642.0,19735163.0,34915.0,0.0,1162553.0,0.0,593283.0,0.0
1006,63553,Comandau,CV,1011,90025.0,0.0,435906.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,63580,Oras Intorsura Buzaului,CV,9368,927152.0,1568405.0,12037049.0,0.0,0.0,3134118.0,0.0,450502.0,76460.0
1008,63633,Barcani,CV,4023,12526704.0,500.0,4820182.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,63688,Sita Buzaului,CV,4881,2106175.0,0.0,11017603.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,63740,Municipiul Targu Secuiesc,CV,20281,8997205.0,239033461.0,1512207.0,380430.0,0.0,3116039.0,963296.0,4219001.0,2432938.0
1011,63777,Aita Mare,CV,1671,123371.0,0.0,2661537.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,63802,Batani,CV,4680,1889424.0,0.0,6545527.0,0.0,0.0,0.0,0.0,1132893.0,0.0
1013,63866,Belin,CV,3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,63893,Bodoc,CV,2580,3454988.0,0.0,0.0,0.0,0.0,1057701.0,0.0,695428.0,0.0
1015,63937,Borosneu Mare,CV,3295,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,64005,Brates,CV,1497,14961.0,0.0,1320257.0,0.0,0.0,0.0,0.0,3129408.0,0.0
1017,64041,Bradut,CV,5108,3606804.0,0.0,14404410.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,64096,Bretcu,CV,3702,14276.0,4031167.0,1012265.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,64130,Catalina,CV,3391,952822.0,0.0,518671.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,64194,Cernat,CV,4034,86745.0,0.0,0.0,0.0,0.0,0.0,43017.0,40387.0,0.0
1021,64238,Chichis,CV,1584,86407.0,0.0,42175.0,0.0,0.0,0.0,0.0,0.0,12875.0
1022,64265,Dobarlau,CV,2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,64318,Ghelinta,CV,5173,5358643.0,0.0,13103415.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,64345,Ghidfalau,CV,2673,5407394.0,0.0,542036.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,64390,Haghig,CV,2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,64425,Ilieni,CV,2014,5399589.0,227339.0,10458688.0,0.0,0.0,3000.0,0.0,0.0,0.0
1027,64461,Lemnia,CV,1930,47585598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,64504,Malnas,CV,1066,36340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,64568,Moacsa,CV,1217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,64602,Ojdula,CV,3586,219369.0,1393915.0,3743984.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,64639,Ozun,CV,4655,6699752.0,0.0,1631093.0,0.0,0.0,0.0,0.0,727363.0,0.0
1032,64719,Poian,CV,1773,288635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,64773,Reci,CV,2299,368811.0,137329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,64826,Sanzieni,CV,4679,6075361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,64871,Turia,CV,3897,0.0,0.0,3259636.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,64906,Valea Crisului,CV,2430,0.0,0.0,45582.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,64942,Valcele,CV,5040,1404201.0,0.0,0.0,0.0,0.0,0.0,0.0,15442218.0,0.0
1038,64997,Varghis,CV,1850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,65011,Zagon,CV,5347,0.0,0.0,5377797.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,65048,Zabala,CV,4870,411472.0,0.0,14428348.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,65099,Valea Mare,CV,1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,65105,Mereni,CV,1318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,65113,Arcus,CV,1600,4033424.0,0.0,6016224.0,93638.0,0.0,0.0,0.0,1049460.0,0.0
1044,65121,Bixad,CV,1821,2561894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,65139,Micfalau,CV,1852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,65147,Dalnic,CV,967,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,65154,Estelnic,CV,1155,0.0,22477951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,65342,Municipiul Targoviste,DB,93626,97679343.0,39821109.0,64670401.0,36571504.0,1270248324.0,78134837.0,3255572.0,41636347.0,64954.0
