,global_score,sample_score
0,0.18712088889535863,1.1065535938996083
1,0.18712088889535863,0.7492282124827645
2,0.18712088889535863,1.133118223583135
3,0.18712088889535863,0.9475967397221627
4,0.18712088889535863,0.9427102882049834
5,0.18712088889535863,0.23207872078517688
6,0.18712088889535863,0.7427334908070995
7,0.18712088889535863,1.2571373969983848
8,0.18712088889535863,0.48175099824327594
9,0.18712088889535863,0.9861786127661132
10,0.18712088889535863,0.5322341182442574
11,0.18712088889535863,0.7863888019700007
12,0.18712088889535863,0.8671387970489879
13,0.18712088889535863,0.3720713794375661
14,0.18712088889535863,-2.194971625551293
15,0.18712088889535863,-2.68260739163326
16,0.18712088889535863,-0.7065062833555733
17,0.18712088889535863,1.013092834523859
18,0.18712088889535863,-0.0760574097000255
19,0.18712088889535863,0.45435464110196966
20,0.18712088889535863,0.8557839857578986
21,0.18712088889535863,0.709162770148986
22,0.18712088889535863,0.3670818469041546
23,0.18712088889535863,1.0552010181551785
24,0.18712088889535863,-0.47739281479106177
25,0.18712088889535863,0.9511324206044323
26,0.18712088889535863,1.290873244039969
27,0.18712088889535863,1.075197234426354
28,0.18712088889535863,0.9224019549764519
29,0.18712088889535863,0.9415885506409114
30,0.18712088889535863,1.181305669893475
31,0.18712088889535863,-0.12178144379999178
32,0.18712088889535863,-2.0053831165356115
33,0.18712088889535863,-1.436869415182112
34,0.18712088889535863,1.182753593958372
35,0.18712088889535863,0.46513601718844333
36,0.18712088889535863,-0.4948211728060339
37,0.18712088889535863,0.44812007429366085
38,0.18712088889535863,0.59629790480066
39,0.18712088889535863,1.227477729590477
40,0.18712088889535863,0.8995369163375704
41,0.18712088889535863,-3.5382268354409288
42,0.18712088889535863,0.5165527193044617
43,0.18712088889535863,0.31949478535965303
44,0.18712088889535863,-0.0682404532938845
45,0.18712088889535863,0.6844574518454398
46,0.18712088889535863,-0.04286629208016235
47,0.18712088889535863,0.9940721124646035
48,0.18712088889535863,0.6699390711388098
49,0.18712088889535863,1.2095054891108423
50,0.18712088889535863,-0.052627979764602095
51,0.18712088889535863,1.8600877364472161
52,0.18712088889535863,0.6644735352426192
53,0.18712088889535863,0.3675236339293
54,0.18712088889535863,1.1535580520555697
55,0.18712088889535863,0.513994645849547
56,0.18712088889535863,1.5356155167531438
57,0.18712088889535863,0.01912229493189166
58,0.18712088889535863,0.8024586342869597
59,0.18712088889535863,0.5905260902665017
60,0.18712088889535863,-1.6678589505345647
61,0.18712088889535863,1.9576287441196283
62,0.18712088889535863,-1.606913618673525
63,0.18712088889535863,1.3996440575963764
64,0.18712088889535863,1.6551601669179319
65,0.18712088889535863,0.7805060221252207
66,0.18712088889535863,0.4371517614266984
67,0.18712088889535863,0.509297740210203
68,0.18712088889535863,-1.5224013847510984
