No.,Z1,Z2
182,-1.6412023025659712,0.4988280682674494
161,-0.6178667746618339,-0.4856671220783926
30,-2.72008701857772,0.7876760825323529
16,-1.5083007213718234,-0.20678774350374685
220,-1.57467581813725,-0.36132648789590155
80,1.5423752819431915,-0.3872446981559624
156,-1.7375118840799484,-0.3273267330129087
179,-1.2266796546681589,0.7235349877708463
130,1.7726766990942537,0.28620106905579024
28,-2.0314651353958104,1.1099769810035478
71,0.5014522880967374,-0.06315045312398118
181,-1.1842752654224769,0.5951165360112205
196,-1.7794102593422458,-0.20735267867322182
3,-1.187281085234458,0.2289188443609736
20,-1.84419128957651,0.450169040845751
146,3.810957595301584,0.46411917871560315
128,2.5636332534948614,0.5902886988523368
193,-1.1476609116485808,-0.5632013843242163
27,-1.7273143305036804,0.37042961801177293
183,-1.2300981791337797,-0.2570481638739562
140,1.2460874283415986,-1.1709225118052065
65,0.4416838102149282,1.3707021141937508
70,0.07553341347558283,0.05791914266713039
180,-1.4349548425593879,-0.7950664426898331
177,-1.7382394602523608,-0.5616029490924559
64,1.8065962001644928,-2.487068211382674
170,-1.8332074981999609,-0.02554367001757285
76,1.3162038305276371,0.9785530926911641
89,3.9627697527401846,1.3784100025142787
105,1.8452092348314202,0.5162365734949315
92,0.8567365520645855,0.43928581640147396
189,0.39080229484767814,-1.1707398686915265
49,-0.11608174009729105,-0.7466358371129778
39,-2.1109484482050362,1.0305689374817315
95,1.6216514955859842,-1.2389880026402713
204,-1.4345931734287414,-0.881874632427033
129,1.2598425859101514,-0.7405093353010602
62,-0.2438939837979292,0.500182063505723
94,2.656016087506847,0.05130457803635202
108,4.079269443349033,1.5286937952654518
53,3.37316597461949,1.0349494381161706
81,0.18029290998841513,-1.2451809483736715
13,-1.394175994687525,0.7020324555733469
37,-1.5883263991699392,1.2708801449498408
234,-1.5993242428472179,-0.022544305295028155
159,-1.0294647305902351,-1.7835394835546554
100,0.569595869573456,1.1554266655771266
184,-1.7460280938393997,0.5434280312520091
176,-0.860512793158931,-0.18829663206200384
61,0.9234167905964866,-0.06826913572782442
198,-1.4318887345792288,-0.2663416227770819
83,2.256055350851757,-1.0428997507323574
88,1.1352862887205437,-0.39788952981462855
56,3.6899120064691315,0.19511412669222183
38,-2.012940578668651,1.3327892652114788
24,-0.7637174630193171,0.6999500304059268
69,-0.3216991893237284,-0.1985553907656619
18,-1.697121632343636,0.08693775928625358
63,1.5869461979353803,-0.30347275945593977
46,-1.2873949733513192,0.20974291964465808
172,-1.0691137792773378,-1.8298757059680995
117,2.2347250936904604,0.9629505357256667
135,1.2668685255260694,-1.776160434637845
79,2.6739851997722637,0.39396157864878434
209,-1.3037863470904387,0.18020490661390753
2,-1.3114889092868733,1.0402708946117647
192,-1.734376672649749,-0.18527167416585572
55,0.7828243964934105,-0.7192298799851568
34,-1.452125035562262,0.4343195298471139
120,1.658677565906075,-0.25310160709545776
148,2.8852768626302585,-1.0583093888740152
119,2.3062917282506565,0.7280126876707912
93,0.8783094248380175,1.393909611623724
14,-1.402351997555979,0.1534105041483797
35,-1.6984793650152397,-0.026558500936359974
158,-1.9814099013709747,1.66994990138801
52,0.5108742208420447,-0.8250186443093735
44,-0.701702393994373,1.5725230420460858
205,-1.5235745224278554,0.1037605176698822
114,3.35497594677252,-0.10653209544971609
78,2.5490777670858695,-0.9642967492408798
91,4.2700896184204735,1.3777298793072432
216,-0.39406268843234593,-0.8377548771788449
47,0.9409061902074602,-1.035767426583485
32,-1.5389976405077124,0.6823534409293797
127,2.2827975700592367,-1.433634587758835
219,-1.0275375374483071,0.4257500233622174
17,-1.832938683199913,0.6887825971040742
1,-1.0923172663503855,1.334824570884897
187,-0.6523843040159522,-0.4357571134845857
36,-1.97123172778794,0.8080754610099411
230,-2.6289311432578404,-1.75835421132032
153,-2.6520762416597057,-0.14461602615470265
226,-1.0321018392180612,-0.44938375350150156
