,Putere discriminare,p_values
pelvic_incidence,43.401270036964576,2.55351295663786e-15
pelvic_tilt,8.32413802955751,0.0003874466952211719
lumbar_lordosis_angle,44.917957356288774,9.992007221626409e-16
sacral_slope,47.204284975923734,2.220446049250313e-16
pelvic_radius,7.681924108125783,0.0006885673724726926
degree_spondylolisthesis,114.87158434084616,1.1102230246251565e-16
